query,case,median,min,median_cap,min_cap,max_cap,p10_cap,p90_cap,n_fail,label,benchmark,sf,threads
Q12,4,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q13,1,2.17,2.16,2.17,2.16,2.17,2.16,2.17,0,tpcds_sf50_t64,tpcds,50,64
Q13,2,2.17,2.16,2.17,2.16,2.17,2.169,2.17,0,tpcds_sf50_t64,tpcds,50,64
Q13,3,2.17,2.16,2.17,2.16,2.17,2.17,2.17,0,tpcds_sf50_t64,tpcds,50,64
Q13,4,2.58,2.27,2.58,2.27,2.6,2.58,2.59,0,tpcds_sf50_t64,tpcds,50,64
Q14,1,4.95,4.86,4.95,4.86,5.05,4.91,5.041,0,tpcds_sf50_t64,tpcds,50,64
Q14,2,6.68,6.55,6.68,6.55,6.87,6.558999999999999,6.78,0,tpcds_sf50_t64,tpcds,50,64
Q14,3,6.76,6.57,6.76,6.57,6.86,6.659,6.86,0,tpcds_sf50_t64,tpcds,50,64
Q14,4,7.69,7.58,7.69,7.58,8.1,7.598,8.009,0,tpcds_sf50_t64,tpcds,50,64
Q15,1,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0,tpcds_sf50_t64,tpcds,50,64
Q15,2,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0,tpcds_sf50_t64,tpcds,50,64
Q15,3,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0,tpcds_sf50_t64,tpcds,50,64
Q15,4,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q16,1,0.42,0.32,0.42,0.32,0.42,0.42,0.42,0,tpcds_sf50_t64,tpcds,50,64
Q16,2,0.42,0.41,0.42,0.41,0.42,0.42,0.42,0,tpcds_sf50_t64,tpcds,50,64
Q16,3,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0,tpcds_sf50_t64,tpcds,50,64
Q16,4,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0,tpcds_sf50_t64,tpcds,50,64
Q17,1,2.015,1.34,2.015,1.34,2.49,1.449,2.49,0,tpcds_sf50_t64,tpcds,50,64
Q17,2,1.45,1.45,1.45,1.45,1.55,1.45,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q17,3,1.45,1.45,1.45,1.45,1.55,1.45,1.4600000000000002,0,tpcds_sf50_t64,tpcds,50,64
Q17,4,1.505,1.45,1.505,1.45,1.56,1.45,1.56,0,tpcds_sf50_t64,tpcds,50,64
Q18,1,0.73,0.62,0.73,0.62,1.65,0.62,1.1810000000000005,0,tpcds_sf50_t64,tpcds,50,64
Q18,2,0.62,0.62,0.62,0.62,0.73,0.62,0.721,0,tpcds_sf50_t64,tpcds,50,64
Q18,3,0.62,0.62,0.62,0.62,0.73,0.62,0.73,0,tpcds_sf50_t64,tpcds,50,64
Q18,4,0.6699999999999999,0.62,0.6699999999999999,0.62,0.83,0.62,0.83,0,tpcds_sf50_t64,tpcds,50,64
Q19,1,1.4449999999999998,1.34,1.4449999999999998,1.34,1.45,1.44,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q19,2,1.45,1.34,1.45,1.34,1.45,1.44,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q19,3,1.45,1.34,1.45,1.34,1.45,1.44,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q19,4,1.45,1.44,1.45,1.44,1.45,1.45,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q20,1,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q20,2,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q20,3,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q20,4,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q21,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q21,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q21,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q21,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q22,1,1.26,1.25,1.26,1.25,1.36,1.2590000000000001,1.36,0,tpcds_sf50_t64,tpcds,50,64
Q22,2,1.36,1.25,1.36,1.25,1.37,1.25,1.36,0,tpcds_sf50_t64,tpcds,50,64
Q22,3,1.36,1.26,1.36,1.26,1.37,1.26,1.36,0,tpcds_sf50_t64,tpcds,50,64
Q22,4,1.36,1.26,1.36,1.26,1.37,1.26,1.37,0,tpcds_sf50_t64,tpcds,50,64
Q23,1,3.78,3.76,3.78,3.76,4.07,3.77,3.971,0,tpcds_sf50_t64,tpcds,50,64
Q23,2,3.83,3.76,3.83,3.76,3.98,3.76,3.98,0,tpcds_sf50_t64,tpcds,50,64
Q23,3,3.825,3.76,3.825,3.76,4.07,3.769,3.981,0,tpcds_sf50_t64,tpcds,50,64
Q23,4,4.19,3.89,4.19,3.89,4.31,3.9890000000000003,4.3,0,tpcds_sf50_t64,tpcds,50,64
Q24,1,1.76,1.65,1.76,1.65,11.04,1.65,8.444000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q24,2,1.76,1.65,1.76,1.65,12.37,1.65,9.695000000000002,0,tpcds_sf50_t64,tpcds,50,64
Q24,3,1.76,1.65,1.76,1.65,16.19,1.65,12.692000000000002,0,tpcds_sf50_t64,tpcds,50,64
Q24,4,1.96,1.65,1.96,1.65,12.69,1.85,10.223000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q25,1,1.75,1.65,1.75,1.65,2.7,1.74,2.69,0,tpcds_sf50_t64,tpcds,50,64
Q25,2,1.75,1.65,1.75,1.65,1.76,1.65,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q25,3,1.75,1.65,1.75,1.65,1.76,1.65,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q25,4,1.75,1.65,1.75,1.65,1.86,1.75,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q26,1,0.52,0.42,0.52,0.42,0.62,0.42,0.62,0,tpcds_sf50_t64,tpcds,50,64
Q26,2,0.47,0.42,0.47,0.42,0.52,0.42,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q26,3,0.52,0.42,0.52,0.42,0.52,0.42,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q26,4,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q27,1,2.17,2.06,2.17,2.06,2.28,2.07,2.189,0,tpcds_sf50_t64,tpcds,50,64
Q27,2,2.06,1.96,2.06,1.96,2.07,1.96,2.07,0,tpcds_sf50_t64,tpcds,50,64
Q27,3,2.06,1.96,2.06,1.96,2.07,1.96,2.07,0,tpcds_sf50_t64,tpcds,50,64
Q27,4,2.06,2.06,2.06,2.06,2.07,2.06,2.07,0,tpcds_sf50_t64,tpcds,50,64
Q28,1,1.99,1.98,1.99,1.98,2.05,1.98,2.021,0,tpcds_sf50_t64,tpcds,50,64
Q28,2,2.0,1.97,2.0,1.97,2.09,1.98,2.003,0,tpcds_sf50_t64,tpcds,50,64
Q28,3,1.99,1.89,1.99,1.89,2.09,1.989,2.02,0,tpcds_sf50_t64,tpcds,50,64
Q28,4,1.995,1.89,1.995,1.89,2.01,1.989,2.001,0,tpcds_sf50_t64,tpcds,50,64
Q29,1,1.7,1.65,1.7,1.65,2.5,1.65,2.49,0,tpcds_sf50_t64,tpcds,50,64
Q29,2,1.7,1.65,1.7,1.65,1.97,1.65,1.961,0,tpcds_sf50_t64,tpcds,50,64
Q29,3,1.755,1.65,1.755,1.65,1.97,1.65,1.97,0,tpcds_sf50_t64,tpcds,50,64
Q29,4,1.75,1.65,1.75,1.65,1.86,1.65,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q30,1,0.47,0.42,0.47,0.42,0.52,0.42,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q30,2,0.47,0.42,0.47,0.42,0.52,0.42,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q30,3,0.47,0.41,0.47,0.41,0.52,0.42,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q30,4,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q31,1,1.55,1.55,1.55,1.55,1.55,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q31,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q31,3,1.55,1.55,1.55,1.55,1.55,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q31,4,1.75,1.65,1.75,1.65,1.76,1.65,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q32,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q32,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q32,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q32,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q33,1,1.75,1.75,1.75,1.75,1.76,1.75,1.75,0,tpcds_sf50_t64,tpcds,50,64
Q33,2,1.75,1.75,1.75,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q33,3,1.755,1.75,1.755,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q33,4,1.76,1.75,1.76,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q34,1,1.03,1.03,1.03,1.03,1.04,1.03,1.03,0,tpcds_sf50_t64,tpcds,50,64
Q34,2,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q34,3,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q34,4,1.14,1.13,1.14,1.13,1.14,1.14,1.14,0,tpcds_sf50_t64,tpcds,50,64
Q35,1,1.24,1.14,1.24,1.14,1.24,1.14,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q35,2,1.24,1.14,1.24,1.14,1.24,1.14,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q35,3,1.24,1.24,1.24,1.24,1.25,1.24,1.25,0,tpcds_sf50_t64,tpcds,50,64
Q35,4,1.24,1.14,1.24,1.14,1.24,1.23,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q36,1,1.55,1.55,1.55,1.55,1.65,1.55,1.5600000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q36,2,1.55,1.55,1.55,1.55,1.65,1.55,1.5600000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q36,3,1.55,1.55,1.55,1.55,1.55,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q36,4,1.75,1.75,1.75,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q37,1,1.26,0.31,1.26,0.31,38.17,0.31,37.379,0,tpcds_sf50_t64,tpcds,50,64
Q37,2,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q37,3,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q37,4,0.31,0.31,0.31,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q38,1,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0,tpcds_sf50_t64,tpcds,50,64
Q38,2,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0,tpcds_sf50_t64,tpcds,50,64
Q38,3,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0,tpcds_sf50_t64,tpcds,50,64
Q38,4,1.45,1.44,1.45,1.44,1.45,1.45,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q39,1,0.32,0.31,0.32,0.31,0.42,0.31,0.42,0,tpcds_sf50_t64,tpcds,50,64
Q39,2,0.31,0.31,0.31,0.31,0.42,0.31,0.3300000000000001,0,tpcds_sf50_t64,tpcds,50,64
Q39,3,0.315,0.31,0.315,0.31,0.42,0.31,0.3300000000000001,0,tpcds_sf50_t64,tpcds,50,64
Q39,4,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0,tpcds_sf50_t64,tpcds,50,64
Q40,1,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0,tpcds_sf50_t64,tpcds,50,64
Q40,2,0.32,0.31,0.32,0.31,0.42,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q40,3,0.32,0.31,0.32,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q40,4,0.32,0.31,0.32,0.31,0.32,0.31,0.32,0,tpcds_sf50_t64,tpcds,50,64
Q41,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q41,2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q41,3,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q41,4,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,tpcds_sf50_t64,tpcds,50,64
Q42,1,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q42,2,1.04,1.03,1.04,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q42,3,1.04,1.03,1.04,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q42,4,1.04,1.03,1.04,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q43,1,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0,tpcds_sf50_t64,tpcds,50,64
Q43,2,1.14,1.13,1.14,1.13,1.14,1.14,1.14,0,tpcds_sf50_t64,tpcds,50,64
Q43,3,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0,tpcds_sf50_t64,tpcds,50,64
Q43,4,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q44,1,38.95,38.13,38.95,38.13,39.76,38.429,39.461,0,tpcds_sf50_t64,tpcds,50,64
Q44,2,38.75,37.93,38.75,37.93,39.98,38.348,39.58,0,tpcds_sf50_t64,tpcds,50,64
Q44,3,38.805,37.83,38.805,37.83,39.77,38.257999999999996,39.103,0,tpcds_sf50_t64,tpcds,50,64
Q44,4,38.64,37.95,38.64,37.95,39.89,38.431,39.489,0,tpcds_sf50_t64,tpcds,50,64
Q45,1,0.73,0.62,0.73,0.62,0.83,0.62,0.83,0,tpcds_sf50_t64,tpcds,50,64
Q45,2,0.73,0.62,0.73,0.62,0.83,0.62,0.7400000000000001,0,tpcds_sf50_t64,tpcds,50,64
Q45,3,0.73,0.62,0.73,0.62,0.83,0.62,0.73,0,tpcds_sf50_t64,tpcds,50,64
Q45,4,0.83,0.72,0.83,0.72,0.83,0.73,0.83,0,tpcds_sf50_t64,tpcds,50,64
Q46,1,1.65,1.65,1.65,1.65,1.75,1.65,1.75,0,tpcds_sf50_t64,tpcds,50,64
Q46,2,1.65,1.65,1.65,1.65,1.75,1.65,1.75,0,tpcds_sf50_t64,tpcds,50,64
Q46,3,1.65,1.65,1.65,1.65,1.76,1.65,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q46,4,1.65,1.65,1.65,1.65,1.76,1.65,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q47,1,2.27,2.27,2.27,2.27,2.28,2.27,2.28,0,tpcds_sf50_t64,tpcds,50,64
Q47,2,2.27,2.27,2.27,2.27,2.28,2.27,2.28,0,tpcds_sf50_t64,tpcds,50,64
Q47,3,2.27,2.27,2.27,2.27,2.28,2.27,2.28,0,tpcds_sf50_t64,tpcds,50,64
Q47,4,2.275,2.27,2.275,2.27,2.38,2.27,2.28,0,tpcds_sf50_t64,tpcds,50,64
Q48,1,1.65,1.65,1.65,1.65,1.96,1.65,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q48,2,1.65,1.65,1.65,1.65,1.97,1.65,1.8700000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q48,3,1.65,1.65,1.65,1.65,1.97,1.65,1.8790000000000002,0,tpcds_sf50_t64,tpcds,50,64
Q48,4,1.96,1.96,1.96,1.96,2.27,1.96,2.27,0,tpcds_sf50_t64,tpcds,50,64
Q49,1,1.96,1.96,1.96,1.96,1.96,1.96,1.96,0,tpcds_sf50_t64,tpcds,50,64
Q49,2,1.96,1.96,1.96,1.96,1.96,1.96,1.96,0,tpcds_sf50_t64,tpcds,50,64
Q49,3,1.96,1.96,1.96,1.96,1.96,1.96,1.96,0,tpcds_sf50_t64,tpcds,50,64
Q49,4,1.96,1.96,1.96,1.96,1.96,1.96,1.96,0,tpcds_sf50_t64,tpcds,50,64
Q50,1,1.35,1.34,1.35,1.34,1.45,1.34,1.35,0,tpcds_sf50_t64,tpcds,50,64
Q50,2,1.34,1.24,1.34,1.24,1.35,1.24,1.34,0,tpcds_sf50_t64,tpcds,50,64
Q50,3,1.34,1.24,1.34,1.24,1.35,1.24,1.34,0,tpcds_sf50_t64,tpcds,50,64
Q50,4,1.55,1.55,1.55,1.55,1.56,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q51,1,2.71,2.6,2.71,2.6,2.9,2.7,2.81,0,tpcds_sf50_t64,tpcds,50,64
Q51,2,2.8049999999999997,2.7,2.8049999999999997,2.7,2.91,2.71,2.91,0,tpcds_sf50_t64,tpcds,50,64
Q51,3,2.8,2.7,2.8,2.7,2.91,2.71,2.819,0,tpcds_sf50_t64,tpcds,50,64
Q51,4,2.91,2.81,2.91,2.81,2.93,2.819,2.921,0,tpcds_sf50_t64,tpcds,50,64
Q52,1,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q52,2,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q52,3,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q52,4,1.0350000000000001,1.03,1.0350000000000001,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q53,1,1.24,1.24,1.24,1.24,1.34,1.24,1.2500000000000002,0,tpcds_sf50_t64,tpcds,50,64
Q53,2,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q53,3,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q53,4,1.34,1.34,1.34,1.34,1.34,1.34,1.34,0,tpcds_sf50_t64,tpcds,50,64
Q54,1,inf,inf,300.0,300.0,300.0,300.0,300.0,20,tpcds_sf50_t64,tpcds,50,64
Q54,2,inf,inf,300.0,300.0,300.0,300.0,300.0,20,tpcds_sf50_t64,tpcds,50,64
Q54,3,inf,inf,300.0,300.0,300.0,300.0,300.0,20,tpcds_sf50_t64,tpcds,50,64
Q54,4,inf,inf,300.0,300.0,300.0,300.0,300.0,20,tpcds_sf50_t64,tpcds,50,64
Q55,1,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q55,2,1.04,1.03,1.04,1.03,1.14,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q55,3,1.03,1.03,1.03,1.03,1.14,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q55,4,1.04,1.03,1.04,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q56,1,1.75,1.75,1.75,1.75,1.76,1.75,1.75,0,tpcds_sf50_t64,tpcds,50,64
Q56,2,1.75,1.75,1.75,1.75,1.76,1.75,1.7510000000000001,0,tpcds_sf50_t64,tpcds,50,64
Q56,3,1.75,1.75,1.75,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q56,4,1.75,1.75,1.75,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q57,1,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0,tpcds_sf50_t64,tpcds,50,64
Q57,2,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0,tpcds_sf50_t64,tpcds,50,64
Q57,3,0.73,0.73,0.73,0.73,0.83,0.73,0.83,0,tpcds_sf50_t64,tpcds,50,64
Q57,4,0.83,0.73,0.83,0.73,0.84,0.82,0.83,0,tpcds_sf50_t64,tpcds,50,64
Q58,1,1.86,1.75,1.86,1.75,1.86,1.8410000000000002,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q58,2,1.86,1.75,1.86,1.75,1.86,1.76,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q58,3,1.86,1.76,1.86,1.76,1.86,1.8410000000000002,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q58,4,1.86,1.76,1.86,1.76,1.96,1.76,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q59,1,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q59,2,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q59,3,1.24,1.24,1.24,1.24,1.34,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q59,4,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q60,1,1.86,1.75,1.86,1.75,1.86,1.75,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q60,2,1.75,1.75,1.75,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q60,3,1.75,1.75,1.75,1.75,1.76,1.75,1.76,0,tpcds_sf50_t64,tpcds,50,64
Q60,4,1.76,1.75,1.76,1.75,1.86,1.75,1.86,0,tpcds_sf50_t64,tpcds,50,64
Q61,1,1.55,1.55,1.55,1.55,1.65,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q61,2,1.55,1.55,1.55,1.55,1.55,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q61,3,1.55,1.55,1.55,1.55,1.55,1.55,1.55,0,tpcds_sf50_t64,tpcds,50,64
Q61,4,1.55,1.55,1.55,1.55,1.65,1.55,1.5600000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q62,1,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q62,2,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q62,3,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q62,4,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0,tpcds_sf50_t64,tpcds,50,64
Q63,1,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q63,2,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q63,3,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0,tpcds_sf50_t64,tpcds,50,64
Q63,4,1.34,1.34,1.34,1.34,1.34,1.34,1.34,0,tpcds_sf50_t64,tpcds,50,64
Q64,1,2.79,2.68,2.79,2.68,3.0,2.68,2.891,0,tpcds_sf50_t64,tpcds,50,64
Q64,2,2.68,2.58,2.68,2.58,2.7,2.58,2.69,0,tpcds_sf50_t64,tpcds,50,64
Q64,3,2.68,2.58,2.68,2.58,2.8,2.6700000000000004,2.79,0,tpcds_sf50_t64,tpcds,50,64
Q64,4,2.78,2.78,2.78,2.78,2.79,2.78,2.78,0,tpcds_sf50_t64,tpcds,50,64
Q65,1,2.9,2.79,2.9,2.79,2.91,2.79,2.9,0,tpcds_sf50_t64,tpcds,50,64
Q65,2,3.11,2.89,3.11,2.89,3.11,2.9,3.11,0,tpcds_sf50_t64,tpcds,50,64
Q65,3,3.11,2.89,3.11,2.89,3.12,2.899,3.12,0,tpcds_sf50_t64,tpcds,50,64
Q65,4,2.89,2.79,2.89,2.79,2.9,2.8,2.9,0,tpcds_sf50_t64,tpcds,50,64
Q66,1,0.93,0.93,0.93,0.93,1.03,0.93,0.9400000000000002,0,tpcds_sf50_t64,tpcds,50,64
Q66,2,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0,tpcds_sf50_t64,tpcds,50,64
Q66,3,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0,tpcds_sf50_t64,tpcds,50,64
Q66,4,1.03,1.03,1.03,1.03,1.04,1.03,1.04,0,tpcds_sf50_t64,tpcds,50,64
Q67,1,6.345,6.26,6.345,6.26,6.62,6.3,6.437,0,tpcds_sf50_t64,tpcds,50,64
Q67,2,6.405,6.22,6.405,6.22,6.66,6.3,6.549,0,tpcds_sf50_t64,tpcds,50,64
Q67,3,6.405,6.22,6.405,6.22,6.73,6.308999999999999,6.541,0,tpcds_sf50_t64,tpcds,50,64
Q67,4,6.470000000000001,6.34,6.470000000000001,6.34,6.62,6.35,6.561,0,tpcds_sf50_t64,tpcds,50,64
Q68,1,2.06,1.96,2.06,1.96,2.06,1.96,2.06,0,tpcds_sf50_t64,tpcds,50,64
Q68,2,2.06,1.96,2.06,1.96,2.06,1.96,2.06,0,tpcds_sf50_t64,tpcds,50,64
Q68,3,1.96,1.96,1.96,1.96,2.06,1.96,2.06,0,tpcds_sf50_t64,tpcds,50,64
Q68,4,2.06,1.96,2.06,1.96,2.06,2.06,2.06,0,tpcds_sf50_t64,tpcds,50,64
Q69,1,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0,tpcds_sf50_t64,tpcds,50,64
Q69,2,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0,tpcds_sf50_t64,tpcds,50,64
Q69,3,0.93,0.93,0.93,0.93,0.94,0.93,0.93,0,tpcds_sf50_t64,tpcds,50,64
Q69,4,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0,tpcds_sf50_t64,tpcds,50,64
Q70,1,1.35,1.35,1.35,1.35,1.36,1.35,1.36,0,tpcds_sf50_t64,tpcds,50,64
Q70,2,1.56,1.46,1.56,1.46,1.58,1.56,1.5610000000000002,0,tpcds_sf50_t64,tpcds,50,64
Q70,3,1.56,1.45,1.56,1.45,1.56,1.487,1.56,0,tpcds_sf50_t64,tpcds,50,64
Q70,4,1.66,1.56,1.66,1.56,1.67,1.56,1.67,0,tpcds_sf50_t64,tpcds,50,64
Q71,1,1.45,1.44,1.45,1.44,1.45,1.44,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q71,2,1.45,1.44,1.45,1.44,1.45,1.45,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q71,3,1.45,1.44,1.45,1.44,1.45,1.449,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q71,4,1.45,1.34,1.45,1.34,1.45,1.449,1.45,0,tpcds_sf50_t64,tpcds,50,64
Q72,1,3.9050000000000002,0.62,3.9050000000000002,0.62,14.45,0.82,11.299000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q72,2,0.73,0.62,0.73,0.62,1.35,0.63,1.05,0,tpcds_sf50_t64,tpcds,50,64
Q72,3,0.73,0.53,0.73,0.53,1.14,0.62,0.8610000000000003,0,tpcds_sf50_t64,tpcds,50,64
Q72,4,0.73,0.62,0.73,0.62,1.25,0.71,0.831,0,tpcds_sf50_t64,tpcds,50,64
