query,case,seed,run_idx,runtime_seconds,Join1,Join2,Join3,Join4,Join5,Join6,Join7,Join8,Join9,Join10,Join11,Join12,Join13,Join14,Join15,Join16
9d,1,,1,0.37,probe=title build= build_rows=483082 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=char_name build= build_rows=483082 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=name build= build_rows=505250 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=aka_name build= build_rows=189554 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=1153798 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
10a,1,,1,0.20,probe=char_name build= build_rows=104 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=4539 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=8790 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=1361 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,
10b,1,,1,0.15,probe=char_name build= build_rows=0 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=1259 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=8790 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=1361 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,
10c,1,,1,0.43,probe=char_name build= build_rows=10 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=role_type build_rows=11 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=cast_info build= build_rows=596250 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=1153798 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,,
11a,1,,1,0.08,probe=title build= build_rows=402 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_type build= build_rows=422 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=1021 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=199 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=link_type build= build_rows=251 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_link build= build_rows=46 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
11b,1,,1,0.08,probe=company_type build= build_rows=14 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=21 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=7 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=link_type build= build_rows=19 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_link build= build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=46 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build=keyword build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
11c,1,,1,0.28,probe= build=link_type build_rows=17 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=keyword build= build_rows=780776 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=8393 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=104935 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=29726 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build=movie_link build_rows=29997 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
11d,1,,1,0.73,probe= build=link_type build_rows=17 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=keyword build= build_rows=3200479 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_keyword build= build_rows=95870 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=company_name build= build_rows=104935 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=29726 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build=movie_link build_rows=29997 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
12a,1,,1,0.11,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=5674 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=4047 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=15849 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
12b,1,,1,0.14,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=10 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build= build_rows=2127 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=2 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=1153798 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
12c,1,,1,0.14,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=42332 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build= build_rows=52303 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=121571 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,,
13a,1,,1,0.12,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=16470 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=kind_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=31510 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build= build_rows=71294 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=9775 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,
13b,1,,1,0.16,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info build= build_rows=61 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=info_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_info_idx build= build_rows=203 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=company_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe= build=kind_type build_rows=1 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=title build= build_rows=1153798 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,probe=movie_companies build=company_name build_rows=84843 instantiated=0 state=never_instantiated total_probes=0 probes_at_freeze= freeze_reason= probes_at_abandon= abandon_reason= inserts=0 u1=0,,,,,,,,
